filename,activity,X_mean,X_std,X_min,X_max,X_range,Y_mean,Y_std,Y_min,Y_max,Y_range,Z_mean,Z_std,Z_min,Z_max,Z_range,,,,,,,,,,
86_20260907162739.csv,1,0.000309448,0.000622244,-0.000854492,0.001098633,0.001953125,-0.988520508,0.000802656,-0.989486694,-0.987304688,0.002182007,-0.119620972,0.00090027,-0.120941162,-0.11831665,0.002624512,,,,,,,,,,
87_20260907162751.csv,1,0.000597636,0.000822667,-0.000854492,0.001464844,0.002319336,-0.98813502,0.000298973,-0.988601685,-0.987792969,0.000808716,-0.120194753,0.000923508,-0.121017456,-0.11831665,0.002700806,,,,,,,,,,
88_20260907162804.csv,1,-1.53E-05,0.000646251,-0.001113892,0.000488281,0.001602173,-0.988220825,0.000478213,-0.989028931,-0.98777771,0.001251221,-0.120055542,0.001262501,-0.121643066,-0.118347168,0.003295898,,,,,,,,,,
89_20260907162816.csv,1,0.000439962,0.000492917,-0.00038147,0.000915527,0.001296997,-0.988382975,0.000499263,-0.989028931,-0.98765564,0.001373291,-0.121325811,0.000997941,-0.122634888,-0.119689941,0.002944946,,,,,,,,,,
90_20260907162828.csv,1,-0.000114136,0.000569402,-0.00050354,0.000869751,0.001373291,-0.988394165,0.000790848,-0.989120483,-0.987243652,0.001876831,-0.12057251,0.001605903,-0.122970581,-0.118713379,0.004257202,,,,,,,,,,
91_20260907162840.csv,1,0.000759125,0.000942875,-0.000244141,0.002075195,0.002319336,-0.988202413,0.000595028,-0.988937378,-0.98739624,0.001541138,-0.120688121,0.000710319,-0.12159729,-0.119735718,0.001861572,,,,,,,,,,
92_20260907162853.csv,1,0.000241089,0.000465706,-0.000610352,0.000717163,0.001327515,-0.988198853,0.000524138,-0.988861084,-0.987426758,0.001434326,-0.121004028,0.000473726,-0.12159729,-0.120330811,0.001266479,,,,,,,,,,
93_20260907162905.csv,1,0.000635986,0.000925484,-0.000610352,0.001739502,0.002349854,-0.988364868,0.000595779,-0.989730835,-0.987869263,0.001861572,-0.121334229,0.000531805,-0.122024536,-0.120666504,0.001358032,,,,,,,,,,
94_20260907162917.csv,1,0.00046285,0.000833134,-0.000915527,0.001739502,0.002655029,-0.988984426,0.000583626,-0.989730835,-0.988082886,0.001647949,-0.120222727,0.000963969,-0.12097168,-0.118621826,0.002349854,,,,,,,,,,
95_20260907162930.csv,1,0.000273438,0.000584665,-0.000350952,0.001037598,0.00138855,-0.988757935,0.000312379,-0.989242554,-0.988510132,0.000732422,-0.12052002,0.000965714,-0.122161865,-0.1197052,0.002456665,,,,,,,,,,
96_20260907162942.csv,1,0.00055186,0.000809469,-0.000564575,0.001541138,0.002105713,-0.988004049,0.000513852,-0.989059448,-0.987609863,0.001449585,-0.121217092,0.00092342,-0.122390747,-0.1199646,0.002426147,,,,,,,,,,
97_20260907162954.csv,1,0.001237793,0.000615264,0.000366211,0.00189209,0.001525879,-0.988345337,0.000786469,-0.989486694,-0.987136841,0.002349854,-0.120470581,0.001177926,-0.122116089,-0.118881226,0.003234863,,,,,,,,,,
98_20260907163007.csv,2,0.000708262,0.000726913,-0.000366211,0.001785278,0.002151489,-0.987990061,0.000757038,-0.989105225,-0.987136841,0.001968384,-0.121166229,0.00149673,-0.122528076,-0.118743896,0.00378418,,,,,,,,,,
99_20260907163019.csv,2,0.000430908,0.000482571,-0.000488281,0.000808716,0.001296997,-0.988617554,0.000388437,-0.989212036,-0.98815918,0.001052856,-0.120909424,0.00120314,-0.122055054,-0.119064331,0.002990723,,,,,,,,,,
100_20260907163031.csv,2,-0.001013184,0.003747377,-0.009399414,0.000869751,0.010269165,-0.988222046,0.000542713,-0.988998413,-0.987518311,0.001480103,-0.120921631,0.000388014,-0.121612549,-0.120574951,0.001037598,,,,,,,,,,
101_20260907163043.csv,2,-0.00100708,0.002674449,-0.009399414,0.000762939,0.010162354,-0.987678528,0.000337648,-0.988250732,-0.987106323,0.001144409,-0.120159149,0.000509312,-0.120574951,-0.119338989,0.001235962,,,,,,,,,,
102_20260907163056.csv,2,0.000174561,0.000703438,-0.001296997,0.001281738,0.002578735,-0.988466797,0.00098187,-0.989990234,-0.987106323,0.002883911,-0.120206299,0.001351018,-0.121337891,-0.117889404,0.003448486,,,,,,,,,,
103_20260907163108.csv,2,0.000387573,0.000661385,-0.00050354,0.001281738,0.001785278,-0.988599243,0.001100659,-0.989883423,-0.987228394,0.002655029,-0.121322021,0.000392734,-0.121932983,-0.120880127,0.001052856,,,,,,,,,,
104_20260907163120.csv,2,4.58E-05,0.000360022,-0.000427246,0.000732422,0.001159668,-0.988246918,0.000905513,-0.989868164,-0.987319946,0.002548218,-0.120466232,0.000284269,-0.121185303,-0.120040894,0.001144409,,,,,,,,,,
105_20260907163133.csv,2,0.000265757,0.000805963,-0.000717163,0.001266479,0.001983643,-0.988104502,0.000893694,-0.989456177,-0.987091064,0.002365112,-0.120914459,0.000717794,-0.122055054,-0.120239258,0.001815796,,,,,,,,,,
106_20260907163145.csv,2,-0.000163574,0.000908918,-0.001602173,0.000747681,0.002349854,-0.988167725,0.000812427,-0.989059448,-0.987014771,0.002044678,-0.120728149,0.000666128,-0.121429443,-0.119628906,0.001800537,,,,,,,,,,
107_20260907163157.csv,2,0.183400472,0.653433858,-0.590301514,1.175125122,1.765426636,-0.880301158,0.233164646,-1.171127319,-0.651351929,0.519775391,-0.156627655,0.462954813,-0.787506104,0.491088867,1.278594971,,,,,,,,,,
