2026-08-08 18:56:17,-0.016876220703125,-0.0110015869140625,-0.991546630859375
2026-08-08 18:56:20,-0.017242431640625,-0.011627197265625,-0.9956207275390625
2026-08-08 18:56:23,-0.0174560546875,-0.011383056640625,-0.991607666015625
2026-08-08 18:56:26,-0.015380859375,-0.010650634765625,-0.9902801513671875
2026-08-08 18:56:29,-0.0176544189453125,-0.012725830078125,-0.992034912109375
2026-08-08 18:56:32,-0.0173492431640625,-0.011383056640625,-0.9920806884765625
2026-08-08 18:56:35,-0.018310546875,-0.0124053955078125,-0.99102783203125
2026-08-08 18:56:38,-0.017547607421875,-0.0096588134765625,-0.9919586181640625
2026-08-08 18:56:43,-0.0181121826171875,-0.011444091796875,-0.991546630859375
2026-08-08 18:56:46,-0.015472412109375,-0.01910400390625,-0.98870849609375
2026-08-08 18:56:49,-0.0208587646484375,-0.01092529296875,-0.9917449951171875
2026-08-08 18:56:52,-0.0175933837890625,-0.01123046875,-0.989990234375
2026-08-08 18:56:55,-0.02105712890625,-0.0126495361328125,-1.0229034423828125
2026-08-08 18:56:58,-0.0182952880859375,-0.0135498046875,-0.992034912109375
2026-08-08 18:57:01,-0.0191192626953125,-0.0127716064453125,-0.9914093017578125
2026-08-08 18:57:04,-0.0167694091796875,-0.01300048828125,-0.9913177490234375
2026-08-08 18:57:07,-0.0189666748046875,-0.0098724365234375,-0.9901123046875
